1	-72	-34	-9	1	1	1
2	-72	-29	-9	1	1	1
3	-72	-40	-9	1	1	1
4	-72	-14	-9	1	1	1
5	-72	-19	-9	1	1	1
6	-72	-4	-9	1	1	1
7	-72	-24	-9	1	1	1
8	-72	-9	-9	1	1	1
9	-71	-34	-9	1	1	1
10	-70	-34	-9	1	1	1
11	-71	-29	-9	1	1	1
12	-71	-40	-9	1	1	1
13	-69	-34	-9	1	1	1
14	-71	-19	-9	1	1	1
15	-71	-14	-9	1	1	1
16	-71	-4	-9	1	1	1
17	-71	-9	-9	1	1	1
18	-71	-24	-9	1	1	1
19	-68	-34	-9	1	1	1
20	-70	-29	-9	1	1	1
21	-67	-34	-9	1	1	1
22	-70	-40	-9	1	1	1
23	-70	-19	-9	1	1	1
24	-70	-14	-9	1	1	1
25	-70	-4	-9	1	1	1
26	-70	-9	-9	1	1	1
27	-70	-24	-9	1	1	1
28	-66	-34	-9	1	1	1
29	-69	-29	-9	1	1	1
30	-65	-34	-9	1	1	1
31	-69	-40	-9	1	1	1
32	-69	-14	-9	1	1	1
33	-69	-19	-9	1	1	1
34	-69	-4	-9	1	1	1
35	-64	-34	-9	1	1	1
36	-68	-29	-9	1	1	1
37	-69	-9	-9	1	1	1
38	-69	-24	-9	1	1	1
39	-63	-34	-9	1	1	1
40	-67	-29	-9	1	1	1
41	-62	-34	-9	1	1	1
42	-68	-40	-9	1	1	1
43	-68	-14	-9	1	1	1
44	-68	-19	-9	1	1	1
45	-68	-4	-9	1	1	1
46	-68	-9	-9	1	1	1
47	-68	-24	-9	1	1	1
48	-61	-34	-9	1	1	1
49	-66	-29	-9	1	1	1
50	-60	-34	-9	1	1	1
51	-67	-40	-9	1	1	1
52	-67	-14	-9	1	1	1
53	-67	-19	-9	1	1	1
54	-67	-4	-9	1	1	1
55	-67	-9	-9	1	1	1
56	-67	-24	-9	1	1	1
57	-59	-34	-9	1	1	1
58	-65	-29	-9	1	1	1
59	-58	-34	-9	1	1	1
60	-57	-34	-9	1	1	1
61	-66	-40	-9	1	1	1
62	-66	-19	-9	1	1	1
