1	-84	-22	-14	1	1	1
2	-83	-22	-14	1	1	1
3	-82	-29	-14	1	1	1
4	-82	-22	-14	1	1	1
5	-81	-22	-14	1	1	1
6	-81	-29	-14	1	1	1
7	-80	-15	-14	1	1	1
8	-80	-22	-14	1	1	1
9	-80	-29	-14	1	1	1
10	-79	-15	-14	1	1	1
11	-79	-22	-14	1	1	1
12	-79	-29	-14	1	1	1
13	-78	-15	-14	1	1	1
14	-78	-22	-14	1	1	1
15	-78	-29	-14	1	1	1
16	-77	-15	-14	1	1	1
17	-77	-22	-14	1	1	1
18	-77	-29	-14	1	1	1
19	-76	-15	-14	1	1	1
20	-76	-22	-14	1	1	1
21	-76	-29	-14	1	1	1
22	-75	-15	-14	1	1	1
23	-75	-22	-14	1	1	1
24	-75	-29	-14	1	1	1
25	-74	-15	-14	1	1	1
26	-74	-22	-14	1	1	1
27	-74	-29	-14	1	1	1
28	-73	-15	-14	1	1	1
29	-73	-22	-14	1	1	1
30	-73	-29	-14	1	1	1
31	-72	-15	-14	1	1	1
32	-72	-22	-14	1	1	1
33	-72	-29	-14	1	1	1
34	-71	-15	-14	1	1	1
35	-71	-22	-14	1	1	1
36	-71	-29	-14	1	1	1
37	-71	-36	-14	1	1	1
38	-70	-15	-14	1	1	1
39	-70	-22	-14	1	1	1
40	-70	-29	-14	1	1	1
41	-70	-36	-14	1	1	1
42	-69	-15	-14	1	1	1
43	-69	-22	-14	1	1	1
44	-69	-29	-14	1	1	1
45	-69	-36	-14	1	1	1
46	-69	-8	-14	1	1	1
47	-68	-15	-14	1	1	1
48	-68	-22	-14	1	1	1
49	-68	-29	-14	1	1	1
50	-68	-36	-14	1	1	1
51	-68	-8	-14	1	1	1
52	-67	-15	-14	1	1	1
53	-67	-22	-14	1	1	1
54	-67	-29	-14	1	1	1
55	-67	-8	-14	1	1	1
56	-67	-36	-14	1	1	1
57	-66	-15	-14	1	1	1
58	-66	-22	-14	1	1	1
59	-66	-29	-14	1	1	1
60	-66	-8	-14	1	1	1
61	-66	-36	-14	1	1	1
62	-65	-15	-14	1	1	1
63	-65	-22	-14	1	1	1
64	-65	-29	-14	1	1	1
65	-65	-36	-14	1	1	1
66	-65	-8	-14	1	1	1
67	-64	-15	-14	1	1	1
68	-64	-22	-14	1	1	1
69	-64	-29	-14	1	1	1
70	-64	-36	-14	1	1	1
71	-64	-8	-14	1	1	1
72	-63	-15	-14	1	1	1
73	-63	-22	-14	1	1	1
74	-63	-29	-14	1	1	1
75	-63	-36	-14	1	1	1
76	-63	-8	-14	1	1	1
77	-62	-15	-14	1	1	1
78	-62	-22	-14	1	1	1
79	-62	-29	-14	1	1	1
80	-62	-36	-14	1	1	1
81	-62	-8	-14	1	1	1
82	-61	-15	-14	1	1	1
83	-61	-22	-14	1	1	1
84	-61	-29	-14	1	1	1
85	-61	-36	-14	1	1	1
86	-61	-8	-14	1	1	1
87	-60	-15	-14	1	1	1
88	-60	-22	-14	1	1	1
89	-60	-29	-14	1	1	1
90	-60	-36	-14	1	1	1
91	-60	-8	-14	1	1	1
92	-59	-15	-14	1	1	1
93	-59	-22	-14	1	1	1
94	-59	-29	-14	1	1	1
95	-59	-36	-14	1	1	1
96	-59	-8	-14	1	1	1
97	-58	-15	-14	1	1	1
98	-58	-22	-14	1	1	1
99	-58	-29	-14	1	1	1
100	-58	-36	-14	1	1	1
101	-58	-8	-14	1	1	1
102	-57	-15	-14	1	1	1
103	-57	-22	-14	1	1	1
104	-57	-29	-14	1	1	1
105	-57	-36	-14	1	1	1
106	-57	-8	-14	1	1	1
107	-56	-15	-14	1	1	1
108	-56	-22	-14	1	1	1
109	-56	-29	-14	1	1	1
110	-56	-36	-14	1	1	1
111	-56	-8	-14	1	1	1
112	-55	-15	-14	1	1	1
113	-55	-22	-14	1	1	1
114	-55	-29	-14	1	1	1
115	-55	-36	-14	1	1	1
116	-55	-1	-14	1	1	1
117	-55	-8	-14	1	1	1
118	-41	-43	-14	1	1	1
119	-54	-15	-14	1	1	1
120	-54	-22	-14	1	1	1
121	-54	-29	-14	1	1	1
122	-54	-36	-14	1	1	1
123	-54	-1	-14	1	1	1
124	-54	-8	-14	1	1	1
125	-40	-43	-14	1	1	1
126	-53	-15	-14	1	1	1
127	-53	-22	-14	1	1	1
128	-53	-29	-14	1	1	1
129	-53	-36	-14	1	1	1
130	-39	-43	-14	1	1	1
131	-53	-1	-14	1	1	1
132	-53	-8	-14	1	1	1
133	-38	-43	-14	1	1	1
134	-52	-15	-14	1	1	1
135	-52	-22	-14	1	1	1
136	-52	-29	-14	1	1	1
137	-52	-36	-14	1	1	1
138	-52	-1	-14	1	1	1
139	-52	-8	-14	1	1	1
140	-37	-43	-14	1	1	1
141	-51	-15	-14	1	1	1
142	-51	-22	-14	1	1	1
143	-51	-29	-14	1	1	1
144	-51	-36	-14	1	1	1
145	-51	-1	-14	1	1	1
146	-36	-43	-14	1	1	1
147	-51	-8	-14	1	1	1
148	-35	-43	-14	1	1	1
149	-50	-15	-14	1	1	1
150	-50	-22	-14	1	1	1
151	-50	-29	-14	1	1	1
152	-50	-36	-14	1	1	1
153	-50	-1	-14	1	1	1
154	-50	-8	-14	1	1	1
155	-34	-43	-14	1	1	1
156	-49	-15	-14	1	1	1
157	-49	-22	-14	1	1	1
158	-49	-29	-14	1	1	1
159	-49	-1	-14	1	1	1
160	-49	-36	-14	1	1	1
161	-33	-43	-14	1	1	1
162	-49	-8	-14	1	1	1
163	-32	-43	-14	1	1	1
164	-48	-15	-14	1	1	1
165	-48	-22	-14	1	1	1
166	-48	-29	-14	1	1	1
