1	-15	-5	-1	1	1	1
2	-15	-7	-1	1	1	1
3	-15	8	-1	1	1	1
4	-15	2	-1	1	1	1
5	-15	7	-1	1	1	1
6	-15	-6	-1	1	1	1
7	-14	2	-1	1	1	1
8	-14	-5	-1	1	1	1
9	-14	7	-1	1	1	1
10	-14	-6	-1	1	1	1
11	-14	-7	-1	1	1	1
12	-14	8	-1	1	1	1
13	-15	-3	-1	1	1	1
14	-15	4	-1	1	1	1
15	-15	6	-1	1	1	1
16	-15	-2	-1	1	1	1
17	-15	-8	-1	1	1	1
18	-15	-1	-1	1	1	1
19	-15	5	-1	1	1	1
20	-15	0	-1	1	1	1
21	-15	-4	-1	1	1	1
22	-15	3	-1	1	1	1
23	-13	-5	-1	1	1	1
24	-13	2	-1	1	1	1
25	-13	-6	-1	1	1	1
26	-13	7	-1	1	1	1
27	-13	8	-1	1	1	1
28	-13	-7	-1	1	1	1
29	-14	-3	-1	1	1	1
30	-14	4	-1	1	1	1
31	-14	6	-1	1	1	1
32	-14	-8	-1	1	1	1
33	-14	-2	-1	1	1	1
34	-14	-4	-1	1	1	1
35	-14	-1	-1	1	1	1
36	-14	5	-1	1	1	1
37	-14	0	-1	1	1	1
38	-14	3	-1	1	1	1
39	-12	-5	-1	1	1	1
40	-12	-6	-1	1	1	1
41	-12	8	-1	1	1	1
42	-12	2	-1	1	1	1
43	-12	7	-1	1	1	1
44	-12	-7	-1	1	1	1
45	-13	-3	-1	1	1	1
46	-13	-4	-1	1	1	1
47	-13	-8	-1	1	1	1
48	-13	4	-1	1	1	1
49	-13	6	-1	1	1	1
50	-13	-2	-1	1	1	1
51	-13	-1	-1	1	1	1
52	-13	5	-1	1	1	1
53	-13	0	-1	1	1	1
54	-13	3	-1	1	1	1
55	-11	-5	-1	1	1	1
56	-11	-6	-1	1	1	1
57	-11	8	-1	1	1	1
58	-11	2	-1	1	1	1
59	-11	7	-1	1	1	1
60	-11	-7	-1	1	1	1
61	-12	-3	-1	1	1	1
62	-12	-4	-1	1	1	1
63	-12	-8	-1	1	1	1
64	-12	4	-1	1	1	1
65	-12	6	-1	1	1	1
66	-12	-2	-1	1	1	1
67	-10	-5	-1	1	1	1
68	-10	-6	-1	1	1	1
69	-10	8	-1	1	1	1
70	-12	5	-1	1	1	1
71	-12	-1	-1	1	1	1
72	-12	0	-1	1	1	1
73	-12	3	-1	1	1	1
74	-10	2	-1	1	1	1
75	-10	7	-1	1	1	1
76	-10	-7	-1	1	1	1
77	-11	-3	-1	1	1	1
78	-11	-4	-1	1	1	1
79	-11	-8	-1	1	1	1
80	-9	-5	-1	1	1	1
81	-9	-6	-1	1	1	1
82	-9	8	-1	1	1	1
83	-11	4	-1	1	1	1
84	-11	6	-1	1	1	1
85	-11	-2	-1	1	1	1
86	-11	5	-1	1	1	1
87	-11	-1	-1	1	1	1
88	-11	0	-1	1	1	1
89	-11	3	-1	1	1	1
90	-9	2	-1	1	1	1
91	-9	7	-1	1	1	1
92	-9	-7	-1	1	1	1
93	-10	-3	-1	1	1	1
94	-10	-4	-1	1	1	1
95	-10	-8	-1	1	1	1
96	-8	-5	-1	1	1	1
97	-8	-6	-1	1	1	1
98	-8	8	-1	1	1	1
99	-10	4	-1	1	1	1
100	-10	6	-1	1	1	1
101	-10	-2	-1	1	1	1
102	-10	5	-1	1	1	1
103	-10	-1	-1	1	1	1
104	-10	3	-1	1	1	1
105	-10	0	-1	1	1	1
106	-9	-3	-1	1	1	1
107	-8	2	-1	1	1	1
108	-8	7	-1	1	1	1
109	-8	-7	-1	1	1	1
110	-9	-4	-1	1	1	1
111	-7	-5	-1	1	1	1
112	-9	-8	-1	1	1	1
113	-7	-6	-1	1	1	1
114	-7	8	-1	1	1	1
115	-9	4	-1	1	1	1
116	-9	6	-1	1	1	1
117	-9	-2	-1	1	1	1
118	-9	5	-1	1	1	1
119	-9	-1	-1	1	1	1
120	-9	3	-1	1	1	1
121	-9	0	-1	1	1	1
122	-8	-3	-1	1	1	1
123	-7	2	-1	1	1	1
