1	-77	71	-7	1	1	1
2	-77	-34	-7	1	1	1
3	-76	-90	-7	1	1	1
4	-76	71	-7	1	1	1
5	-76	-34	-7	1	1	1
6	-75	-90	-7	1	1	1
7	-75	71	-7	1	1	1
8	-75	-34	-7	1	1	1
9	-74	-90	-7	1	1	1
10	-73	-90	-7	1	1	1
11	-74	71	-7	1	1	1
12	-74	-34	-7	1	1	1
13	-73	-82	-7	1	1	1
14	-73	-50	-7	1	1	1
15	-73	-34	-7	1	1	1
16	-72	-82	-7	1	1	1
17	-72	-50	-7	1	1	1
18	-72	-34	-7	1	1	1
19	-71	-82	-7	1	1	1
20	-71	-50	-7	1	1	1
21	-71	-34	-7	1	1	1
22	-70	50	-7	1	1	1
23	-70	-82	-7	1	1	1
24	-70	-50	-7	1	1	1
25	-70	-34	-7	1	1	1
26	-69	50	-7	1	1	1
27	-69	-82	-7	1	1	1
28	-69	-50	-7	1	1	1
29	-69	-34	-7	1	1	1
30	-79	22	-7	1	1	1
31	-68	50	-7	1	1	1
32	-68	43	-7	1	1	1
33	-68	-82	-7	1	1	1
34	-68	-50	-7	1	1	1
35	-68	-34	-7	1	1	1
36	-66	36	-7	1	1	1
37	-78	22	-7	1	1	1
38	-67	50	-7	1	1	1
39	-67	43	-7	1	1	1
40	-67	-82	-7	1	1	1
41	-67	-50	-7	1	1	1
42	-67	-34	-7	1	1	1
43	-65	36	-7	1	1	1
44	-77	22	-7	1	1	1
45	-66	50	-7	1	1	1
46	-66	43	-7	1	1	1
47	-66	-82	-7	1	1	1
48	-66	-50	-7	1	1	1
49	-66	-34	-7	1	1	1
50	-66	-66	-7	1	1	1
51	-58	-42	-7	1	1	1
52	-64	36	-7	1	1	1
53	-73	71	-7	1	1	1
54	-76	22	-7	1	1	1
55	-65	50	-7	1	1	1
56	-65	43	-7	1	1	1
57	-65	-82	-7	1	1	1
58	-65	-50	-7	1	1	1
59	-65	-34	-7	1	1	1
60	-65	-66	-7	1	1	1
61	-57	-42	-7	1	1	1
62	-63	36	-7	1	1	1
63	-72	71	-7	1	1	1
64	-75	22	-7	1	1	1
65	-56	-42	-7	1	1	1
66	-64	50	-7	1	1	1
67	-64	43	-7	1	1	1
68	-64	-82	-7	1	1	1
69	-64	-50	-7	1	1	1
70	-64	-34	-7	1	1	1
71	-64	-66	-7	1	1	1
72	-55	-42	-7	1	1	1
73	-62	36	-7	1	1	1
74	-71	71	-7	1	1	1
75	-63	50	-7	1	1	1
76	-63	43	-7	1	1	1
77	-63	-82	-7	1	1	1
78	-63	-50	-7	1	1	1
79	-63	-34	-7	1	1	1
80	-63	-66	-7	1	1	1
81	-54	-42	-7	1	1	1
82	-70	-58	-7	1	1	1
83	-61	36	-7	1	1	1
84	-70	71	-7	1	1	1
85	-53	-42	-7	1	1	1
86	-62	50	-7	1	1	1
87	-62	43	-7	1	1	1
88	-62	-82	-7	1	1	1
89	-62	-50	-7	1	1	1
90	-62	-34	-7	1	1	1
91	-62	-66	-7	1	1	1
92	-69	-58	-7	1	1	1
93	-52	-42	-7	1	1	1
94	-60	36	-7	1	1	1
95	-69	71	-7	1	1	1
96	-61	43	-7	1	1	1
97	-61	78	-7	1	1	1
98	-61	-82	-7	1	1	1
99	-61	-50	-7	1	1	1
100	-61	-34	-7	1	1	1
101	-61	-66	-7	1	1	1
102	-51	-42	-7	1	1	1
103	-68	-58	-7	1	1	1
104	-59	36	-7	1	1	1
105	-68	71	-7	1	1	1
106	-50	-42	-7	1	1	1
107	-60	78	-7	1	1	1
108	-60	-82	-7	1	1	1
109	-60	-50	-7	1	1	1
110	-60	-34	-7	1	1	1
111	-60	-66	-7	1	1	1
112	-67	-58	-7	1	1	1
113	-67	71	-7	1	1	1
114	-59	78	-7	1	1	1
115	-59	-82	-7	1	1	1
116	-59	-50	-7	1	1	1
117	-59	-34	-7	1	1	1
118	-59	-66	-7	1	1	1
119	-66	-58	-7	1	1	1
120	-66	71	-7	1	1	1
121	-58	85	-7	1	1	1
122	-58	78	-7	1	1	1
123	-58	-82	-7	1	1	1
124	-58	-50	-7	1	1	1
125	-72	57	-7	1	1	1
126	-58	-34	-7	1	1	1
127	-58	-66	-7	1	1	1
128	-65	-58	-7	1	1	1
129	-57	85	-7	1	1	1
130	-57	78	-7	1	1	1
131	-71	57	-7	1	1	1
132	-57	-50	-7	1	1	1
133	-57	-34	-7	1	1	1
134	-64	-58	-7	1	1	1
135	-56	85	-7	1	1	1
136	-56	78	-7	1	1	1
137	-56	-50	-7	1	1	1
138	-70	57	-7	1	1	1
139	-56	-34	-7	1	1	1
140	-54	36	-7	1	1	1
141	-55	85	-7	1	1	1
142	-55	78	-7	1	1	1
143	-55	-50	-7	1	1	1
144	-69	57	-7	1	1	1
145	-55	-34	-7	1	1	1
146	-74	22	-7	1	1	1
147	-53	36	-7	1	1	1
148	-54	85	-7	1	1	1
149	-54	78	-7	1	1	1
150	-54	-50	-7	1	1	1
151	-54	-34	-7	1	1	1
152	-73	22	-7	1	1	1
153	-52	36	-7	1	1	1
154	-53	85	-7	1	1	1
155	-53	43	-7	1	1	1
156	-53	78	-7	1	1	1
157	-53	-50	-7	1	1	1
158	-53	-34	-7	1	1	1
159	-72	22	-7	1	1	1
160	-51	36	-7	1	1	1
161	-52	85	-7	1	1	1
162	-52	43	-7	1	1	1
163	-52	-50	-7	1	1	1
164	-52	-34	-7	1	1	1
165	-58	-18	-7	1	1	1
166	-71	22	-7	1	1	1
167	-50	36	-7	1	1	1
168	-51	85	-7	1	1	1
169	-51	50	-7	1	1	1
170	-51	43	-7	1	1	1
171	-51	-82	-7	1	1	1
172	-51	-50	-7	1	1	1
173	-51	-34	-7	1	1	1
174	-51	-66	-7	1	1	1
175	-57	-18	-7	1	1	1
176	-70	22	-7	1	1	1
177	-49	36	-7	1	1	1
178	-50	85	-7	1	1	1
179	-50	50	-7	1	1	1
180	-50	43	-7	1	1	1
181	-50	-82	-7	1	1	1
182	-50	-50	-7	1	1	1
183	-50	-34	-7	1	1	1
184	-50	-66	-7	1	1	1
185	-56	-18	-7	1	1	1
186	-69	22	-7	1	1	1
187	-65	71	-7	1	1	1
188	-48	36	-7	1	1	1
189	-49	85	-7	1	1	1
190	-49	50	-7	1	1	1
191	-49	43	-7	1	1	1
192	-49	-82	-7	1	1	1
193	-49	-50	-7	1	1	1
194	-49	-34	-7	1	1	1
195	-49	-66	-7	1	1	1
196	-55	-18	-7	1	1	1
197	-64	71	-7	1	1	1
198	-47	36	-7	1	1	1
199	-48	50	-7	1	1	1
200	-48	43	-7	1	1	1
201	-48	-82	-7	1	1	1
202	-48	-50	-7	1	1	1
203	-48	-34	-7	1	1	1
204	-48	-66	-7	1	1	1
